date,nb_utxo
27/09/2012,2367709
28/09/2012,2379930
29/09/2012,2387612
30/09/2012,2396230
01/10/2012,2415365
02/10/2012,2416720
03/10/2012,2414496
04/10/2012,2416052
05/10/2012,2427458
06/10/2012,2433289
07/10/2012,2444829
08/10/2012,2459635
09/10/2012,2470949
10/10/2012,2484130
11/10/2012,2495675
12/10/2012,2511520
13/10/2012,2523251
14/10/2012,2536584
15/10/2012,2547536
16/10/2012,2560551
17/10/2012,2571535
18/10/2012,2579319
19/10/2012,2584359
20/10/2012,2593504
21/10/2012,2608015
22/10/2012,2622024
23/10/2012,2628925
24/10/2012,2643228
25/10/2012,2647416
26/10/2012,2655031
27/10/2012,2662174
28/10/2012,2669592
29/10/2012,2671057
30/10/2012,2681546
31/10/2012,2687867
01/11/2012,2695565
02/11/2012,2706051
03/11/2012,2717151
04/11/2012,2721628
05/11/2012,2729186
06/11/2012,2738586
07/11/2012,2746877
08/11/2012,2757187
09/11/2012,2768677
10/11/2012,2773775
11/11/2012,2785264
12/11/2012,2793386
13/11/2012,2799610
14/11/2012,2809019
15/11/2012,2820435
16/11/2012,2827126
17/11/2012,2872440
18/11/2012,2881814
19/11/2012,2890003
20/11/2012,2900141
21/11/2012,2904344
22/11/2012,2914808
23/11/2012,2921905
24/11/2012,2932237
25/11/2012,2938789
26/11/2012,2945575
27/11/2012,2951116
28/11/2012,2960890
29/11/2012,2966694
30/11/2012,2977477
01/12/2012,2985345
02/12/2012,2992950
03/12/2012,2997787
04/12/2012,3001642
05/12/2012,3002779
06/12/2012,3008866
07/12/2012,3013340
08/12/2012,3022885
09/12/2012,3026010
10/12/2012,3040043
11/12/2012,3057442
12/12/2012,3064115
13/12/2012,3063431
14/12/2012,3070667
15/12/2012,3078478
16/12/2012,3089405
17/12/2012,3104142
18/12/2012,3124066
19/12/2012,3132721
20/12/2012,3136927
21/12/2012,3141235
22/12/2012,3157141
23/12/2012,3167382
24/12/2012,3167939
25/12/2012,3179986
26/12/2012,3179289
27/12/2012,3186331
28/12/2012,3199356
29/12/2012,3207663
30/12/2012,3225231
31/12/2012,3235028
01/01/2013,3247296
02/01/2013,3262505
03/01/2013,3277035
04/01/2013,3287339
05/01/2013,3303603
06/01/2013,3317904
07/01/2013,3331007
08/01/2013,3326019
09/01/2013,3333934
10/01/2013,3341688
11/01/2013,3356777
12/01/2013,3368195
13/01/2013,3374751
14/01/2013,3380924
15/01/2013,3397699
16/01/2013,3406169
17/01/2013,3410136
18/01/2013,3417000
19/01/2013,3427615
20/01/2013,3437073
21/01/2013,3441721
22/01/2013,3442866
23/01/2013,3451447
24/01/2013,3445174
25/01/2013,3451175
26/01/2013,3459229
27/01/2013,3472009
28/01/2013,3483217
29/01/2013,3488953
30/01/2013,3494458
31/01/2013,3502663
01/02/2013,3515866
02/02/2013,3523080
03/02/2013,3531769
04/02/2013,3539417
05/02/2013,3550660
06/02/2013,3562131
07/02/2013,3572545
08/02/2013,3581373
09/02/2013,3591931
10/02/2013,3602462
11/02/2013,3610049
12/02/2013,3615180
13/02/2013,3621917
14/02/2013,3624098
15/02/2013,3628598
16/02/2013,3641946
17/02/2013,3652281
18/02/2013,3663624
19/02/2013,3670777
20/02/2013,3675006
21/02/2013,3685213
22/02/2013,3696836
23/02/2013,3705126
24/02/2013,3717406
25/02/2013,3728506
26/02/2013,3739081
27/02/2013,3751443
28/02/2013,3764022
01/03/2013,3776267
02/03/2013,3783752
03/03/2013,3794199
04/03/2013,3803946
05/03/2013,3806615
06/03/2013,3807085
07/03/2013,3806450
08/03/2013,3814558
09/03/2013,3817584
10/03/2013,3835123
11/03/2013,3846649
12/03/2013,3853275
13/03/2013,3867765
14/03/2013,3883392
15/03/2013,3910389
16/03/2013,3933353
17/03/2013,3945776
18/03/2013,3956975
19/03/2013,3962848
20/03/2013,3975851
21/03/2013,3983581
22/03/2013,3995548
23/03/2013,4005029
24/03/2013,4022878
25/03/2013,4034767
26/03/2013,4055270
27/03/2013,4072571
28/03/2013,4077028
29/03/2013,4091780
30/03/2013,4081962
31/03/2013,4083916
01/04/2013,4104354
02/04/2013,4132346
03/04/2013,4165026
04/04/2013,4192190
05/04/2013,4217618
06/04/2013,4248711
07/04/2013,4276064
08/04/2013,4321534
09/04/2013,4341901
10/04/2013,4358552
11/04/2013,4380044
12/04/2013,4407101
13/04/2013,4437751
14/04/2013,4468124
15/04/2013,4520188
16/04/2013,4553039
17/04/2013,4600207
18/04/2013,4623326
19/04/2013,4661506
20/04/2013,4688454
21/04/2013,4718535
22/04/2013,4771089
23/04/2013,4803265
24/04/2013,4833015
25/04/2013,4868504
26/04/2013,4906015
27/04/2013,4942418
28/04/2013,5024588
29/04/2013,5074310
30/04/2013,5094580
01/05/2013,5128078
02/05/2013,5164389
03/05/2013,5193279
04/05/2013,5253302
05/05/2013,5290855
06/05/2013,5334352
07/05/2013,5396836
08/05/2013,5463908
09/05/2013,5500825
10/05/2013,5556620
11/05/2013,5589789
12/05/2013,5630984
13/05/2013,5678098
14/05/2013,5717202
15/05/2013,5754846
16/05/2013,5816203
17/05/2013,5836870
18/05/2013,5851895
19/05/2013,5877389
20/05/2013,5923660
21/05/2013,5956182
22/05/2013,5985368
23/05/2013,6007673
24/05/2013,6029865
25/05/2013,6045070
26/05/2013,6064375
27/05/2013,6090481
28/05/2013,6109089
29/05/2013,6126736
30/05/2013,6145482
31/05/2013,6161595
01/06/2013,6174753
02/06/2013,6191451
03/06/2013,6205504
04/06/2013,6219248
05/06/2013,6249640
06/06/2013,6261257
07/06/2013,6269391
08/06/2013,6280356
09/06/2013,6287246
10/06/2013,6298738
11/06/2013,6319511
12/06/2013,6334324
13/06/2013,6347997
14/06/2013,6355165
15/06/2013,6359146
16/06/2013,6364623
17/06/2013,6375297
18/06/2013,6380337
19/06/2013,6390785
20/06/2013,6393365
21/06/2013,6397084
22/06/2013,6406032
23/06/2013,6411273
24/06/2013,6419821
25/06/2013,6426252
26/06/2013,6437735
27/06/2013,6445213
28/06/2013,6452163
29/06/2013,6471228
30/06/2013,6480490
01/07/2013,6489624
02/07/2013,6496788
03/07/2013,6509592
04/07/2013,6517042
05/07/2013,6527007
06/07/2013,6529565
07/07/2013,6539901
08/07/2013,6546793
09/07/2013,6553206
10/07/2013,6575329
11/07/2013,6592893
12/07/2013,6610694
13/07/2013,6619053
14/07/2013,6629630
15/07/2013,6639036
16/07/2013,6649928
17/07/2013,6658636
18/07/2013,6665900
19/07/2013,6676825
20/07/2013,6688997
21/07/2013,6696473
22/07/2013,6703809
23/07/2013,6714813
24/07/2013,6725847
25/07/2013,6727516
26/07/2013,6733499
27/07/2013,6738437
28/07/2013,6743416
29/07/2013,6748299
30/07/2013,6753048
31/07/2013,6752396
01/08/2013,6792499
02/08/2013,6800685
03/08/2013,6801459
04/08/2013,6801195
05/08/2013,6809664
06/08/2013,6816553
07/08/2013,6829219
08/08/2013,6834056
09/08/2013,6841503
10/08/2013,6849690
11/08/2013,6853838
12/08/2013,6848878
13/08/2013,6837442
14/08/2013,6832661
15/08/2013,6839241
16/08/2013,6843605
17/08/2013,6850425
18/08/2013,6857765
19/08/2013,6864436
20/08/2013,6868839
21/08/2013,6873541
22/08/2013,6884961
23/08/2013,6883225
24/08/2013,6886299
25/08/2013,6881435
26/08/2013,6887164
27/08/2013,6881268
28/08/2013,6891755
29/08/2013,6904126
30/08/2013,6909632
31/08/2013,6935311
01/09/2013,6945469
02/09/2013,6955618
03/09/2013,6949878
04/09/2013,6953688
05/09/2013,6965973
06/09/2013,6974324
07/09/2013,6984974
08/09/2013,6990557
09/09/2013,6998157
10/09/2013,7003550
11/09/2013,7015987
12/09/2013,7023504
13/09/2013,7035133
14/09/2013,7043976
15/09/2013,7044105
16/09/2013,7041965
17/09/2013,7049057
18/09/2013,7055973
19/09/2013,7069182
20/09/2013,7083483
21/09/2013,7095217
22/09/2013,7107217
23/09/2013,7118585
24/09/2013,7130165
25/09/2013,7146199
26/09/2013,7152007
27/09/2013,7160282
28/09/2013,7166439
29/09/2013,7173785
30/09/2013,7184379
01/10/2013,7200083
02/10/2013,7194568
03/10/2013,7197261
04/10/2013,7212926
05/10/2013,7224650
06/10/2013,7226899
07/10/2013,7229189
08/10/2013,7249289
09/10/2013,7256953
10/10/2013,7267736
11/10/2013,7277480
12/10/2013,7285678
13/10/2013,7294400
14/10/2013,7297638
15/10/2013,7304050
16/10/2013,7314178
17/10/2013,7321765
18/10/2013,7326479
19/10/2013,7322632
20/10/2013,7332253
21/10/2013,7339133
22/10/2013,7345039
23/10/2013,7343895
24/10/2013,7333237
25/10/2013,7332399
26/10/2013,7338292
27/10/2013,7346242
28/10/2013,7354008
29/10/2013,7363360
30/10/2013,7372629
31/10/2013,7382918
01/11/2013,7392141
02/11/2013,7391307
03/11/2013,7392752
04/11/2013,7398009
05/11/2013,7400109
06/11/2013,7390087
07/11/2013,7384327
08/11/2013,7381683
09/11/2013,7382767
10/11/2013,7387782
11/11/2013,7397242
12/11/2013,7415857
13/11/2013,7425840
14/11/2013,7439465
15/11/2013,7457504
16/11/2013,7480825
17/11/2013,7489399
18/11/2013,7492101
19/11/2013,7469870
20/11/2013,7478529
21/11/2013,7449088
22/11/2013,7459976
23/11/2013,7472849
24/11/2013,7476906
25/11/2013,7497517
26/11/2013,7514631
27/11/2013,7520545
28/11/2013,7540673
29/11/2013,7547640
30/11/2013,7572268
01/12/2013,7570079
02/12/2013,7586039
03/12/2013,7607452
04/12/2013,7619121
05/12/2013,7632224
06/12/2013,7658245
07/12/2013,7681730
08/12/2013,7705023
09/12/2013,7742520
10/12/2013,7737648
11/12/2013,7759185
12/12/2013,7781562
13/12/2013,7801481
14/12/2013,7786250
15/12/2013,7779029
16/12/2013,7804113
17/12/2013,7824096
18/12/2013,7833556
19/12/2013,7858808
20/12/2013,7864684
21/12/2013,7884783
22/12/2013,7898053
23/12/2013,7943063
24/12/2013,7965321
25/12/2013,7987207
26/12/2013,7990324
27/12/2013,8015454
28/12/2013,8021342
29/12/2013,8015786
30/12/2013,8052738
31/12/2013,8066221
01/01/2014,8090763
02/01/2014,8104951
03/01/2014,8117227
04/01/2014,8130455
05/01/2014,8132647
06/01/2014,8146999
07/01/2014,8167950
08/01/2014,8201836
09/01/2014,8225010
10/01/2014,8247525
11/01/2014,8265076
12/01/2014,8285465
13/01/2014,8333873
14/01/2014,8350113
15/01/2014,8377423
16/01/2014,8392670
17/01/2014,8423810
18/01/2014,8442553
19/01/2014,8458486
20/01/2014,8492360
21/01/2014,8507883
22/01/2014,8534679
23/01/2014,8552087
24/01/2014,8576923
25/01/2014,8595161
26/01/2014,8612133
27/01/2014,8659522
28/01/2014,8680072
29/01/2014,8705386
30/01/2014,8733410
31/01/2014,8764364
01/02/2014,8793682
02/02/2014,8807109
03/02/2014,8848974
04/02/2014,8872902
05/02/2014,8896344
06/02/2014,8922035
07/02/2014,8934091
08/02/2014,8962705
09/02/2014,8986208
10/02/2014,9029165
11/02/2014,9042832
12/02/2014,8986881
13/02/2014,8994453
14/02/2014,9005216
15/02/2014,9022708
16/02/2014,9042516
17/02/2014,9082848
18/02/2014,9099647
19/02/2014,9119482
20/02/2014,9143674
21/02/2014,9169568
22/02/2014,9194969
23/02/2014,9217268
24/02/2014,9269200
25/02/2014,9288863
26/02/2014,9306694
27/02/2014,9340108
28/02/2014,9331810
01/03/2014,9351811
02/03/2014,9374236
03/03/2014,9412394
04/03/2014,9421962
05/03/2014,9433284
06/03/2014,9454783
07/03/2014,9474550
08/03/2014,9503403
09/03/2014,9539914
10/03/2014,9579331
11/03/2014,9600537
12/03/2014,9618235
13/03/2014,9644277
14/03/2014,9630052
15/03/2014,9648129
16/03/2014,9678516
17/03/2014,9726202
18/03/2014,9748256
19/03/2014,9773863
20/03/2014,9784858
21/03/2014,9784507
22/03/2014,9773935
23/03/2014,9807953
24/03/2014,9849665
25/03/2014,9867695
26/03/2014,9885382
27/03/2014,9895691
28/03/2014,9919191
29/03/2014,9953111
30/03/2014,10010672
31/03/2014,10025188
01/04/2014,10046983
02/04/2014,10064789
03/04/2014,10066391
04/04/2014,10085381
05/04/2014,10104604
06/04/2014,10168344
07/04/2014,10187606
08/04/2014,10199376
09/04/2014,10215453
10/04/2014,10230811
11/04/2014,10245671
12/04/2014,10258512
13/04/2014,10322299
14/04/2014,10329175
15/04/2014,10324164
16/04/2014,10319028
17/04/2014,10329821
18/04/2014,10348882
19/04/2014,10359884
20/04/2014,10419360
21/04/2014,10435167
22/04/2014,10463296
23/04/2014,10482675
24/04/2014,10491760
25/04/2014,10515848
26/04/2014,10527066
27/04/2014,10583979
28/04/2014,10611385
29/04/2014,10621781
30/04/2014,10632136
01/05/2014,10656006
02/05/2014,10677022
03/05/2014,10692187
04/05/2014,10756545
05/05/2014,10775662
06/05/2014,10792730
07/05/2014,10812549
08/05/2014,10825241
09/05/2014,10843415
10/05/2014,10864431
11/05/2014,10934592
12/05/2014,10937840
13/05/2014,10954855
14/05/2014,10969407
15/05/2014,10982436
16/05/2014,10988026
17/05/2014,10985085
18/05/2014,11037256
19/05/2014,11027575
20/05/2014,11035274
21/05/2014,11033310
22/05/2014,11035760
23/05/2014,11044075
24/05/2014,11054175
25/05/2014,11102319
26/05/2014,11106063
27/05/2014,11109686
28/05/2014,11114355
29/05/2014,11125590
30/05/2014,11134455
31/05/2014,11148019
01/06/2014,11191620
02/06/2014,11199092
03/06/2014,11205861
04/06/2014,11224722
05/06/2014,11235201
06/06/2014,11242634
07/06/2014,11263384
08/06/2014,11316162
09/06/2014,11325979
10/06/2014,11332563
11/06/2014,11345670
12/06/2014,11352174
13/06/2014,11369999
14/06/2014,11392488
15/06/2014,11463354
16/06/2014,11472365
17/06/2014,11504324
18/06/2014,11521766
19/06/2014,11529642
20/06/2014,11550135
21/06/2014,11570513
22/06/2014,11635959
23/06/2014,11654027
24/06/2014,11666074
25/06/2014,11684900
26/06/2014,11704661
27/06/2014,11724890
28/06/2014,11735311
29/06/2014,11808193
30/06/2014,11808051
01/07/2014,11802296
02/07/2014,11809464
03/07/2014,11825641
04/07/2014,11844869
05/07/2014,11870510
06/07/2014,11941616
07/07/2014,11967209
08/07/2014,11994782
09/07/2014,11995282
10/07/2014,12006146
11/07/2014,12015617
12/07/2014,12053090
13/07/2014,12121913
14/07/2014,12137085
15/07/2014,12155659
16/07/2014,12168596
17/07/2014,12183295
18/07/2014,12183334
19/07/2014,12199134
20/07/2014,12275863
21/07/2014,12287597
22/07/2014,12292851
23/07/2014,12306196
24/07/2014,12320035
25/07/2014,12337359
26/07/2014,12357610
27/07/2014,12427504
28/07/2014,12440439
29/07/2014,12456909
30/07/2014,12464969
31/07/2014,12472592
01/08/2014,12495667
02/08/2014,12513453
03/08/2014,12585766
04/08/2014,12579588
05/08/2014,12592205
06/08/2014,12609789
07/08/2014,12621390
08/08/2014,12626558
09/08/2014,12641717
10/08/2014,12710840
11/08/2014,12726631
12/08/2014,12746520
13/08/2014,12744714
14/08/2014,12741101
15/08/2014,12744190
16/08/2014,12696876
17/08/2014,12780191
18/08/2014,12798985
19/08/2014,12817617
20/08/2014,12834251
21/08/2014,12857213
22/08/2014,12869689
23/08/2014,12885277
24/08/2014,12969512
25/08/2014,12982481
26/08/2014,12987782
27/08/2014,12986585
28/08/2014,13023279
29/08/2014,13039476
30/08/2014,13067817
31/08/2014,13134369
01/09/2014,13171404
02/09/2014,13178551
03/09/2014,13180032
04/09/2014,13191754
05/09/2014,13205493
06/09/2014,13223157
07/09/2014,13350680
08/09/2014,13361137
09/09/2014,13341241
10/09/2014,13305294
11/09/2014,13322763
12/09/2014,13335325
13/09/2014,13355529
14/09/2014,13464717
15/09/2014,13457500
16/09/2014,13455317
17/09/2014,13462414
18/09/2014,13475354
19/09/2014,13479346
20/09/2014,13488297
21/09/2014,13594583
22/09/2014,13604127
23/09/2014,13612954
24/09/2014,13640507
25/09/2014,13657922
26/09/2014,13670299
27/09/2014,13692965
28/09/2014,13808875
29/09/2014,13801912
30/09/2014,13822491
01/10/2014,13863426
02/10/2014,13873524
03/10/2014,13930702
04/10/2014,13945433
05/10/2014,14055660
06/10/2014,14060954
07/10/2014,14068995
08/10/2014,14070394
09/10/2014,14078543
10/10/2014,14099554
11/10/2014,14114294
12/10/2014,14218468
13/10/2014,14236887
14/10/2014,14219947
15/10/2014,14235029
16/10/2014,14238049
17/10/2014,14240414
18/10/2014,14263530
19/10/2014,14370239
20/10/2014,14372336
21/10/2014,14374984
22/10/2014,14386965
23/10/2014,14381906
24/10/2014,14386796
25/10/2014,14461943
26/10/2014,14510194
27/10/2014,14529243
28/10/2014,14538960
29/10/2014,14553374
30/10/2014,14565614
31/10/2014,14568240
01/11/2014,14583038
02/11/2014,14710975
03/11/2014,14706951
04/11/2014,14709711
05/11/2014,14716194
06/11/2014,14709248
07/11/2014,14685904
08/11/2014,14683373
09/11/2014,14801756
10/11/2014,14805899
11/11/2014,14800877
12/11/2014,14804443
13/11/2014,14792275
14/11/2014,14824483
15/11/2014,14836446
16/11/2014,14950434
17/11/2014,14934258
18/11/2014,14944363
19/11/2014,14957715
20/11/2014,14962517
21/11/2014,14969286
22/11/2014,14990896
23/11/2014,15116784
24/11/2014,15115364
25/11/2014,15105991
26/11/2014,15113208
27/11/2014,15126692
28/11/2014,15133926
29/11/2014,15141499
30/11/2014,15246887
01/12/2014,15252572
02/12/2014,15253853
03/12/2014,15261330
04/12/2014,15261585
05/12/2014,15310707
06/12/2014,15320256
07/12/2014,15445397
08/12/2014,15434696
09/12/2014,15434261
10/12/2014,15442221
11/12/2014,15451044
12/12/2014,15481428
13/12/2014,15486167
14/12/2014,15604196
15/12/2014,15606512
16/12/2014,15609793
17/12/2014,15606314
18/12/2014,15622312
19/12/2014,15641860
20/12/2014,15703371
21/12/2014,15759171
22/12/2014,15757881
23/12/2014,15741525
24/12/2014,15743103
25/12/2014,15759814
26/12/2014,15780843
27/12/2014,15810748
28/12/2014,15917092
29/12/2014,15905379
30/12/2014,15921505
31/12/2014,15929581
01/01/2015,15938920
02/01/2015,15985124
03/01/2015,16045551
04/01/2015,16089689
05/01/2015,16096857
06/01/2015,16093852
07/01/2015,16093775
08/01/2015,16107038
09/01/2015,16139537
10/01/2015,16233698
11/01/2015,16286646
12/01/2015,16287088
13/01/2015,16279587
14/01/2015,16281335
15/01/2015,16303638
16/01/2015,16337544
17/01/2015,16440589
18/01/2015,16490681
19/01/2015,16502694
20/01/2015,16515216
21/01/2015,16524829
22/01/2015,16511673
23/01/2015,16525809
24/01/2015,16535232
25/01/2015,16667700
26/01/2015,16659795
27/01/2015,16656929
28/01/2015,16646279
29/01/2015,16668429
30/01/2015,16691286
31/01/2015,16774411
01/02/2015,16824103
02/02/2015,16824480
03/02/2015,16831301
04/02/2015,16850759
05/02/2015,16845403
06/02/2015,16892810
07/02/2015,16897276
08/02/2015,17039966
09/02/2015,17035809
10/02/2015,17042954
11/02/2015,17053093
12/02/2015,17129090
13/02/2015,17303037
14/02/2015,17307143
15/02/2015,17431138
16/02/2015,17471730
17/02/2015,17569533
18/02/2015,17572452
19/02/2015,17579296
20/02/2015,17553761
21/02/2015,17604008
22/02/2015,17658192
23/02/2015,17682740
24/02/2015,17683003
25/02/2015,17685565
26/02/2015,17687167
27/02/2015,17681697
28/02/2015,17711906
01/03/2015,17763559
02/03/2015,17749585
03/03/2015,17728207
04/03/2015,17727483
05/03/2015,17695476
06/03/2015,17660038
07/03/2015,17710547
08/03/2015,17760400
09/03/2015,17754783
10/03/2015,17728558
11/03/2015,17687498
12/03/2015,17631453
13/03/2015,17638573
14/03/2015,17703771
15/03/2015,17783021
16/03/2015,17800033
17/03/2015,17816116
18/03/2015,17803077
19/03/2015,17778852
20/03/2015,17803879
21/03/2015,17864153
22/03/2015,17922921
23/03/2015,17952189
24/03/2015,17953939
25/03/2015,17967078
26/03/2015,17977254
27/03/2015,18001111
28/03/2015,18039823
29/03/2015,18112211
30/03/2015,18118602
31/03/2015,18145668
01/04/2015,18153467
02/04/2015,18169437
03/04/2015,18149958
04/04/2015,18211711
05/04/2015,18276564
06/04/2015,18284799
07/04/2015,18285837
08/04/2015,18298885
09/04/2015,18308124
10/04/2015,18337703
11/04/2015,18411276
12/04/2015,18483112
13/04/2015,18484451
14/04/2015,18493816
15/04/2015,18496922
16/04/2015,18512976
17/04/2015,18535797
18/04/2015,18605966
19/04/2015,18666930
20/04/2015,18688995
21/04/2015,18680815
22/04/2015,18693851
23/04/2015,18707563
24/04/2015,18689113
25/04/2015,18767796
26/04/2015,18830755
27/04/2015,18840225
28/04/2015,18841881
29/04/2015,18842393
30/04/2015,18841045
01/05/2015,18859397
02/05/2015,18945096
03/05/2015,19007769
04/05/2015,19019151
05/05/2015,19032866
06/05/2015,19056165
07/05/2015,19070669
08/05/2015,19145612
09/05/2015,19172992
10/05/2015,19221974
11/05/2015,19231623
12/05/2015,19238911
13/05/2015,19256929
14/05/2015,19271860
15/05/2015,19299345
16/05/2015,19379665
17/05/2015,19420153
18/05/2015,19445580
19/05/2015,19446173
20/05/2015,19469784
21/05/2015,19497165
22/05/2015,19520622
23/05/2015,19556152
24/05/2015,19661547
25/05/2015,19693994
26/05/2015,19713708
27/05/2015,19699317
28/05/2015,19698577
29/05/2015,19731224
30/05/2015,19828177
31/05/2015,19898263
01/06/2015,19908675
02/06/2015,19908932
03/06/2015,19925641
04/06/2015,19944019
05/06/2015,19966906
06/06/2015,20056667
07/06/2015,20099236
08/06/2015,20105545
09/06/2015,20109625
10/06/2015,20115172
11/06/2015,20128108
12/06/2015,20153282
13/06/2015,20204881
14/06/2015,20259147
15/06/2015,20291609
16/06/2015,20337275
17/06/2015,20398477
18/06/2015,20544138
19/06/2015,20607853
20/06/2015,20647730
21/06/2015,20720428
22/06/2015,20764495
23/06/2015,20761755
24/06/2015,20776074
25/06/2015,20783663
26/06/2015,20807626
27/06/2015,20876034
28/06/2015,20927969
29/06/2015,20928934
30/06/2015,21308796
01/07/2015,21238295
02/07/2015,21247775
03/07/2015,21258722
04/07/2015,21310743
05/07/2015,21372117
06/07/2015,21700778
07/07/2015,22147582
08/07/2015,23228805
09/07/2015,23615055
10/07/2015,24053414
11/07/2015,25098825
12/07/2015,25801461
13/07/2015,26101667
14/07/2015,25825015
15/07/2015,25569529
16/07/2015,25354156
17/07/2015,25121669
18/07/2015,24958470
19/07/2015,24829139
20/07/2015,24821428
21/07/2015,24839998
22/07/2015,24826533
23/07/2015,24831191
24/07/2015,24813615
25/07/2015,24830921
26/07/2015,24982207
27/07/2015,25149423
28/07/2015,25234177
29/07/2015,26290919
30/07/2015,27093428
31/07/2015,28346546
01/08/2015,29520695
02/08/2015,29769577
03/08/2015,29858982
04/08/2015,30757203
05/08/2015,31760679
06/08/2015,32888141
07/08/2015,33137568
08/08/2015,33181067
09/08/2015,33238939
10/08/2015,33185822
11/08/2015,33162219
12/08/2015,33173508
13/08/2015,33165845
14/08/2015,33170006
15/08/2015,33211332
16/08/2015,33277124
17/08/2015,33284367
18/08/2015,33280207
19/08/2015,33283315
20/08/2015,33298658
21/08/2015,33322513
22/08/2015,33383073
23/08/2015,33450918
24/08/2015,33437799
25/08/2015,33454699
26/08/2015,33481301
27/08/2015,33515213
28/08/2015,33540512
29/08/2015,33610457
30/08/2015,33683164
31/08/2015,33684853
01/09/2015,33695899
02/09/2015,35412838
03/09/2015,35539792
04/09/2015,35563110
05/09/2015,35641951
06/09/2015,35704864
07/09/2015,35714111
08/09/2015,35564886
09/09/2015,35298181
10/09/2015,34942258
11/09/2015,34769525
12/09/2015,34622251
13/09/2015,34547395
14/09/2015,34288643
15/09/2015,34045969
16/09/2015,33887777
17/09/2015,33827796
18/09/2015,33815092
19/09/2015,33829412
20/09/2015,33980300
21/09/2015,33963525
22/09/2015,34003710
23/09/2015,33978034
24/09/2015,33983176
25/09/2015,33982543
26/09/2015,34013545
27/09/2015,34054881
28/09/2015,34044662
29/09/2015,34018092
30/09/2015,34021368
01/10/2015,34035776
02/10/2015,34038183
03/10/2015,34053138
04/10/2015,34170744
05/10/2015,34178050
06/10/2015,34148796
07/10/2015,34000974
08/10/2015,33864649
09/10/2015,33750971
10/10/2015,33569416
11/10/2015,33472852
12/10/2015,33374835
13/10/2015,33314145
14/10/2015,33248599
15/10/2015,33214390
16/10/2015,33177253
17/10/2015,33191779
18/10/2015,33179189
19/10/2015,33134267
20/10/2015,33115570
21/10/2015,33109663
22/10/2015,33098590
23/10/2015,33070979
24/10/2015,33134082
25/10/2015,33119134
26/10/2015,33046252
27/10/2015,33042073
28/10/2015,33024551
29/10/2015,32989389
30/10/2015,32990287
31/10/2015,33047541
01/11/2015,33093617
02/11/2015,33057364
03/11/2015,33032164
04/11/2015,32958704
05/11/2015,32922263
06/11/2015,32964299
07/11/2015,32971437
08/11/2015,33020345
09/11/2015,33012694
10/11/2015,33000011
11/11/2015,32985519
12/11/2015,33006586
13/11/2015,33032550
14/11/2015,33113731
15/11/2015,33188384
16/11/2015,33156120
17/11/2015,33173565
18/11/2015,33188765
19/11/2015,33180567
20/11/2015,33176915
21/11/2015,33205133
22/11/2015,33256449
23/11/2015,33213447
24/11/2015,33252339
25/11/2015,33243152
26/11/2015,33201935
27/11/2015,33193708
28/11/2015,33288273
29/11/2015,33253376
30/11/2015,33281899
01/12/2015,33279335
02/12/2015,33253848
03/12/2015,33184711
04/12/2015,33202930
05/12/2015,33264203
06/12/2015,33331382
07/12/2015,33316628
08/12/2015,33324910
09/12/2015,33311667
10/12/2015,33309770
11/12/2015,33339598
12/12/2015,33373980
13/12/2015,33467351
14/12/2015,33427260
15/12/2015,33470246
16/12/2015,33477478
17/12/2015,33497141
18/12/2015,33520956
19/12/2015,33631809
20/12/2015,33731807
21/12/2015,33758565
22/12/2015,33789748
23/12/2015,33799255
24/12/2015,33839163
25/12/2015,33888418
26/12/2015,33962825
27/12/2015,34010558
28/12/2015,34009532
29/12/2015,33987438
30/12/2015,34017716
31/12/2015,34015039
01/01/2016,34047464
02/01/2016,34078708
03/01/2016,34170202
04/01/2016,34165747
05/01/2016,34172275
06/01/2016,34157169
07/01/2016,34196505
08/01/2016,34181999
09/01/2016,34262458
10/01/2016,34331543
11/01/2016,34315513
12/01/2016,34364479
13/01/2016,34354578
14/01/2016,34374639
15/01/2016,34386201
16/01/2016,34411503
17/01/2016,34541491
18/01/2016,34553868
19/01/2016,34519971
20/01/2016,34454609
21/01/2016,34488709
22/01/2016,34472789
23/01/2016,34549830
24/01/2016,34640831
25/01/2016,34668437
26/01/2016,34699569
27/01/2016,34722664
28/01/2016,34729297
29/01/2016,34712386
30/01/2016,34779808
31/01/2016,34849822
01/02/2016,34765456
02/02/2016,34683000
03/02/2016,34585013
04/02/2016,34588230
05/02/2016,34614076
06/02/2016,34709946
07/02/2016,34879294
08/02/2016,34922030
09/02/2016,34960912
10/02/2016,34993238
11/02/2016,34976144
12/02/2016,35013268
13/02/2016,35056194
14/02/2016,35142271
15/02/2016,35167964
16/02/2016,35206395
17/02/2016,35248491
18/02/2016,35286542
19/02/2016,35297097
20/02/2016,35358823
21/02/2016,35464466
22/02/2016,35557171
23/02/2016,35597310
24/02/2016,35618858
25/02/2016,35591479
26/02/2016,35611732
27/02/2016,35652650
28/02/2016,35741120
29/02/2016,35830265
01/03/2016,35909039
02/03/2016,35884302
03/03/2016,35937929
04/03/2016,35865722
05/03/2016,35896290
06/03/2016,35932148
07/03/2016,35940670
08/03/2016,35982083
09/03/2016,35836059
10/03/2016,35831660
11/03/2016,35857654
12/03/2016,35888308
13/03/2016,35955481
14/03/2016,35928526
15/03/2016,35925697
16/03/2016,35943185
17/03/2016,35989581
18/03/2016,36036855
19/03/2016,36126644
20/03/2016,36191890
