date,new_addr
03/05/2014,54874
04/05/2014,54960
05/05/2014,77156
06/05/2014,92947
07/05/2014,90454
08/05/2014,94441
09/05/2014,88934
10/05/2014,73025
11/05/2014,61414
12/05/2014,78124
13/05/2014,74731
14/05/2014,86182
15/05/2014,101436
16/05/2014,72876
17/05/2014,67173
18/05/2014,69470
19/05/2014,84818
20/05/2014,103197
21/05/2014,79555
22/05/2014,86120
23/05/2014,97999
24/05/2014,58745
25/05/2014,81813
26/05/2014,90506
27/05/2014,98821
28/05/2014,106504
29/05/2014,94182
30/05/2014,77547
31/05/2014,74409
01/06/2014,85202
02/06/2014,93839
03/06/2014,105598
04/06/2014,94674
05/06/2014,100890
06/06/2014,91416
07/06/2014,74271
08/06/2014,71690
09/06/2014,86233
10/06/2014,88840
11/06/2014,92463
12/06/2014,91207
13/06/2014,90754
14/06/2014,77073
15/06/2014,68905
16/06/2014,95358
17/06/2014,101596
18/06/2014,90556
19/06/2014,79473
20/06/2014,81418
21/06/2014,79569
22/06/2014,75883
23/06/2014,79326
24/06/2014,93783
25/06/2014,95925
26/06/2014,85908
27/06/2014,92047
28/06/2014,72500
29/06/2014,67223
30/06/2014,96140
01/07/2014,101867
02/07/2014,98373
03/07/2014,84216
04/07/2014,70610
05/07/2014,61234
06/07/2014,77740
07/07/2014,94289
08/07/2014,112863
09/07/2014,100118
10/07/2014,98125
11/07/2014,94996
12/07/2014,70875
13/07/2014,80978
14/07/2014,85372
15/07/2014,100498
16/07/2014,91416
17/07/2014,94248
18/07/2014,91371
19/07/2014,84580
20/07/2014,80367
21/07/2014,82299
22/07/2014,89503
23/07/2014,100898
24/07/2014,93848
25/07/2014,97005
26/07/2014,72863
27/07/2014,70520
28/07/2014,94481
29/07/2014,91329
30/07/2014,103965
31/07/2014,94927
01/08/2014,95026
02/08/2014,75513
03/08/2014,63200
04/08/2014,78146
05/08/2014,112876
06/08/2014,114593
07/08/2014,95836
08/08/2014,98584
09/08/2014,82052
10/08/2014,80183
11/08/2014,108941
12/08/2014,114093
13/08/2014,114074
14/08/2014,106291
15/08/2014,101137
16/08/2014,99686
17/08/2014,82248
18/08/2014,105145
19/08/2014,108836
20/08/2014,109512
21/08/2014,106556
22/08/2014,100686
23/08/2014,82290
24/08/2014,84568
25/08/2014,99052
26/08/2014,107467
27/08/2014,103107
28/08/2014,99034
29/08/2014,89639
30/08/2014,81480
31/08/2014,78539
01/09/2014,92452
02/09/2014,99025
03/09/2014,94617
04/09/2014,102465
05/09/2014,102258
06/09/2014,83182
07/09/2014,92376
08/09/2014,106394
09/09/2014,117908
10/09/2014,107003
11/09/2014,96640
12/09/2014,99210
13/09/2014,85115
14/09/2014,99381
15/09/2014,103657
16/09/2014,124900
17/09/2014,109055
18/09/2014,108643
19/09/2014,94991
20/09/2014,86400
21/09/2014,69458
22/09/2014,106455
23/09/2014,110314
24/09/2014,102670
25/09/2014,109866
26/09/2014,100160
27/09/2014,86901
28/09/2014,87828
29/09/2014,105191
30/09/2014,112875
01/10/2014,118585
02/10/2014,105515
03/10/2014,83659
04/10/2014,72466
05/10/2014,91111
06/10/2014,100037
07/10/2014,113070
08/10/2014,113310
09/10/2014,109872
10/10/2014,110683
11/10/2014,88637
12/10/2014,85627
13/10/2014,113401
14/10/2014,118874
15/10/2014,119307
16/10/2014,110687
17/10/2014,108298
18/10/2014,89906
19/10/2014,86021
20/10/2014,111747
21/10/2014,121074
22/10/2014,113937
23/10/2014,116895
24/10/2014,110902
25/10/2014,94938
26/10/2014,90874
27/10/2014,120481
28/10/2014,116286
29/10/2014,120325
30/10/2014,122142
31/10/2014,116450
01/11/2014,91752
02/11/2014,104704
03/11/2014,120093
04/11/2014,118824
05/11/2014,119283
06/11/2014,123500
07/11/2014,107898
08/11/2014,89108
09/11/2014,98938
10/11/2014,113323
11/11/2014,115676
12/11/2014,135907
13/11/2014,125294
14/11/2014,120629
15/11/2014,97046
16/11/2014,95864
17/11/2014,117512
18/11/2014,118772
19/11/2014,115653
20/11/2014,124668
21/11/2014,112156
22/11/2014,98407
23/11/2014,94227
24/11/2014,107330
25/11/2014,118726
26/11/2014,115973
27/11/2014,118251
28/11/2014,113328
29/11/2014,99249
30/11/2014,107481
01/12/2014,117566
02/12/2014,145224
03/12/2014,131184
04/12/2014,128820
05/12/2014,121754
06/12/2014,99827
07/12/2014,96643
08/12/2014,131855
09/12/2014,126693
10/12/2014,126715
11/12/2014,119161
12/12/2014,120538
13/12/2014,105893
14/12/2014,114714
15/12/2014,131786
16/12/2014,150978
17/12/2014,148876
18/12/2014,132915
19/12/2014,116281
20/12/2014,125004
21/12/2014,107899
22/12/2014,138773
23/12/2014,136946
24/12/2014,107953
25/12/2014,84753
26/12/2014,98342
27/12/2014,103351
28/12/2014,101217
29/12/2014,107999
30/12/2014,113692
31/12/2014,100999
01/01/2015,72664
02/01/2015,103720
03/01/2015,106578
04/01/2015,110342
05/01/2015,126621
06/01/2015,121178
07/01/2015,119484
08/01/2015,131084
09/01/2015,128006
10/01/2015,123857
11/01/2015,109729
12/01/2015,123379
13/01/2015,145993
14/01/2015,156762
15/01/2015,159763
16/01/2015,138897
17/01/2015,134072
18/01/2015,113261
19/01/2015,130520
20/01/2015,130643
21/01/2015,131529
22/01/2015,129292
23/01/2015,116122
24/01/2015,103949
25/01/2015,123216
26/01/2015,140372
27/01/2015,140577
28/01/2015,97415
29/01/2015,110806
30/01/2015,97192
31/01/2015,133516
01/02/2015,109435
02/02/2015,118011
03/02/2015,135815
04/02/2015,131406
05/02/2015,119817
06/02/2015,121049
07/02/2015,105258
08/02/2015,107706
09/02/2015,126280
10/02/2015,123045
11/02/2015,128422
12/02/2015,127667
13/02/2015,166283
14/02/2015,123335
15/02/2015,123625
16/02/2015,133094
17/02/2015,143961
18/02/2015,133047
19/02/2015,116455
20/02/2015,125051
21/02/2015,117751
22/02/2015,110312
23/02/2015,130891
24/02/2015,132210
25/02/2015,132681
26/02/2015,130692
27/02/2015,130923
28/02/2015,109986
01/03/2015,113435
02/03/2015,143092
03/03/2015,148477
04/03/2015,131591
05/03/2015,144518
06/03/2015,125664
07/03/2015,109741
08/03/2015,100649
09/03/2015,129485
10/03/2015,140374
11/03/2015,139903
12/03/2015,132752
13/03/2015,127789
14/03/2015,118578
15/03/2015,101154
16/03/2015,129458
17/03/2015,124383
18/03/2015,120642
19/03/2015,128360
20/03/2015,129792
21/03/2015,111481
22/03/2015,111474
23/03/2015,131146
24/03/2015,120840
25/03/2015,124864
26/03/2015,122448
27/03/2015,126392
28/03/2015,106354
29/03/2015,108581
30/03/2015,137821
31/03/2015,146916
01/04/2015,159525
02/04/2015,146114
03/04/2015,128777
04/04/2015,111835
05/04/2015,103469
06/04/2015,128342
07/04/2015,142618
08/04/2015,145482
09/04/2015,142055
10/04/2015,141588
11/04/2015,123213
12/04/2015,108137
13/04/2015,144022
14/04/2015,137788
15/04/2015,124103
16/04/2015,122985
17/04/2015,120813
18/04/2015,106696
19/04/2015,104636
20/04/2015,129362
21/04/2015,135240
22/04/2015,138976
23/04/2015,137060
24/04/2015,133476
25/04/2015,118976
26/04/2015,113346
27/04/2015,137472
28/04/2015,138545
29/04/2015,144958
30/04/2015,139255
01/05/2015,123134
02/05/2015,118787
03/05/2015,98678
04/05/2015,128119
05/05/2015,145680
06/05/2015,148279
07/05/2015,142936
08/05/2015,141550
09/05/2015,115675
10/05/2015,107245
11/05/2015,142695
12/05/2015,147187
13/05/2015,136658
14/05/2015,133661
15/05/2015,133515
16/05/2015,125209
17/05/2015,105549
18/05/2015,124088
19/05/2015,141253
20/05/2015,139865
21/05/2015,129349
22/05/2015,130979
23/05/2015,106097
24/05/2015,116514
25/05/2015,128919
26/05/2015,140502
27/05/2015,142086
28/05/2015,139781
29/05/2015,159282
30/05/2015,160993
31/05/2015,136967
01/06/2015,170258
02/06/2015,169462
03/06/2015,168175
04/06/2015,156257
05/06/2015,147883
06/06/2015,125138
07/06/2015,106583
08/06/2015,115655
09/06/2015,155583
10/06/2015,192179
11/06/2015,161375
12/06/2015,167060
13/06/2015,128853
14/06/2015,139626
15/06/2015,174587
16/06/2015,156838
17/06/2015,182925
18/06/2015,162109
19/06/2015,167735
20/06/2015,126755
21/06/2015,118509
22/06/2015,143615
23/06/2015,168762
24/06/2015,150374
25/06/2015,117495
26/06/2015,169851
27/06/2015,148464
28/06/2015,123764
29/06/2015,153232
30/06/2015,186965
01/07/2015,171080
02/07/2015,186620
03/07/2015,170140
04/07/2015,134176
05/07/2015,153099
06/07/2015,208032
07/07/2015,208491
08/07/2015,211859
09/07/2015,188815
10/07/2015,189447
11/07/2015,170609
12/07/2015,163315
13/07/2015,162439
14/07/2015,157093
15/07/2015,151153
16/07/2015,147466
17/07/2015,140737
18/07/2015,126538
19/07/2015,116011
20/07/2015,162703
21/07/2015,183960
22/07/2015,174101
23/07/2015,145794
24/07/2015,145654
25/07/2015,123665
26/07/2015,125831
27/07/2015,149290
28/07/2015,154783
29/07/2015,186619
30/07/2015,160999
31/07/2015,171234
01/08/2015,149374
02/08/2015,124291
03/08/2015,148096
04/08/2015,169240
05/08/2015,175297
06/08/2015,164772
07/08/2015,146629
08/08/2015,135220
09/08/2015,107993
10/08/2015,145184
11/08/2015,148866
12/08/2015,156360
13/08/2015,153130
14/08/2015,149527
15/08/2015,133245
16/08/2015,120302
17/08/2015,152449
18/08/2015,162291
19/08/2015,160427
20/08/2015,151063
21/08/2015,163896
22/08/2015,160902
23/08/2015,131395
24/08/2015,162213
25/08/2015,156167
26/08/2015,155823
27/08/2015,157602
28/08/2015,161359
29/08/2015,142874
30/08/2015,127786
31/08/2015,158147
01/09/2015,166786
02/09/2015,177409
03/09/2015,165943
04/09/2015,140596
05/09/2015,159322
06/09/2015,137930
07/09/2015,172928
08/09/2015,184310
09/09/2015,182766
10/09/2015,166616
11/09/2015,202529
12/09/2015,157096
13/09/2015,137437
14/09/2015,164822
15/09/2015,173786
16/09/2015,167170
17/09/2015,173238
18/09/2015,170661
19/09/2015,143758
20/09/2015,162848
21/09/2015,206311
22/09/2015,206993
23/09/2015,164046
24/09/2015,161832
25/09/2015,164229
26/09/2015,141410
27/09/2015,132671
28/09/2015,164891
29/09/2015,179681
30/09/2015,164744
01/10/2015,158894
02/10/2015,165235
03/10/2015,138533
04/10/2015,118104
05/10/2015,135459
06/10/2015,151409
07/10/2015,160838
08/10/2015,180543
09/10/2015,130353
10/10/2015,144781
11/10/2015,114856
12/10/2015,141606
13/10/2015,146265
14/10/2015,166926
15/10/2015,200358
16/10/2015,177803
17/10/2015,171241
18/10/2015,150760
19/10/2015,183285
20/10/2015,192185
21/10/2015,190387
22/10/2015,185525
23/10/2015,183279
24/10/2015,186463
25/10/2015,168589
26/10/2015,164771
27/10/2015,177129
28/10/2015,181343
29/10/2015,186015
30/10/2015,191034
31/10/2015,181870
01/11/2015,170884
02/11/2015,204848
03/11/2015,238164
04/11/2015,265518
05/11/2015,228712
06/11/2015,211920
07/11/2015,193079
08/11/2015,183092
09/11/2015,197478
10/11/2015,199110
11/11/2015,195548
12/11/2015,190771
13/11/2015,188884
14/11/2015,180114
15/11/2015,176004
16/11/2015,194803
17/11/2015,200263
18/11/2015,215184
19/11/2015,191714
20/11/2015,187336
21/11/2015,182513
22/11/2015,162383
23/11/2015,177508
24/11/2015,195980
25/11/2015,188986
26/11/2015,194472
27/11/2015,181399
28/11/2015,193341
29/11/2015,146404
30/11/2015,232132
01/12/2015,221054
02/12/2015,225520
03/12/2015,190060
04/12/2015,218981
05/12/2015,225096
06/12/2015,200293
07/12/2015,221611
08/12/2015,230144
09/12/2015,270462
10/12/2015,280826
11/12/2015,262290
12/12/2015,278110
13/12/2015,223901
14/12/2015,268221
15/12/2015,262442
16/12/2015,254828
17/12/2015,245976
18/12/2015,245379
19/12/2015,253395
20/12/2015,225648
21/12/2015,255395
22/12/2015,248985
23/12/2015,254673
24/12/2015,237590
25/12/2015,195488
26/12/2015,187326
27/12/2015,172459
28/12/2015,202435
29/12/2015,212184
30/12/2015,207283
31/12/2015,183067
01/01/2016,145929
02/01/2016,182152
03/01/2016,173602
04/01/2016,215838
05/01/2016,222472
06/01/2016,206177
07/01/2016,227654
08/01/2016,217243
09/01/2016,223188
10/01/2016,205563
11/01/2016,232856
12/01/2016,238902
13/01/2016,224621
14/01/2016,225226
15/01/2016,223698
16/01/2016,255698
17/01/2016,250181
18/01/2016,256535
19/01/2016,211515
20/01/2016,270255
21/01/2016,274042
22/01/2016,260437
23/01/2016,236969
24/01/2016,236758
25/01/2016,275657
26/01/2016,289180
27/01/2016,280153
28/01/2016,294514
29/01/2016,294252
30/01/2016,250275
31/01/2016,224143
01/02/2016,281213
02/02/2016,323084
03/02/2016,248231
04/02/2016,250339
05/02/2016,273965
06/02/2016,266980
07/02/2016,277747
08/02/2016,263646
09/02/2016,278139
10/02/2016,278063
11/02/2016,283993
12/02/2016,270711
13/02/2016,239134
14/02/2016,227285
15/02/2016,261953
16/02/2016,259668
17/02/2016,291921
18/02/2016,270175
19/02/2016,267219
20/02/2016,257773
21/02/2016,238669
22/02/2016,282663
23/02/2016,282449
24/02/2016,246796
25/02/2016,266077
26/02/2016,244287
27/02/2016,234817
28/02/2016,270660
29/02/2016,280470
01/03/2016,288929
02/03/2016,301110
03/03/2016,238493
04/03/2016,232633
05/03/2016,249549
06/03/2016,180529
07/03/2016,206320
08/03/2016,236261
09/03/2016,222083
10/03/2016,224858
11/03/2016,221708
12/03/2016,197289
13/03/2016,182140
14/03/2016,219874
15/03/2016,229215
16/03/2016,245727
17/03/2016,242486
18/03/2016,235448
19/03/2016,207297
20/03/2016,208722
21/03/2016,224431
22/03/2016,237074
23/03/2016,222554
24/03/2016,216768
25/03/2016,201824
26/03/2016,180217
27/03/2016,176067
28/03/2016,213211
29/03/2016,221561
30/03/2016,227802
31/03/2016,222865
01/04/2016,230839
02/04/2016,206679
03/04/2016,202481
04/04/2016,240041
05/04/2016,238636
06/04/2016,242854
07/04/2016,234562
08/04/2016,228588
09/04/2016,214239
10/04/2016,202730
11/04/2016,232531
12/04/2016,259991
13/04/2016,243134
14/04/2016,241728
15/04/2016,221808
16/04/2016,200640
17/04/2016,213303
18/04/2016,231174
19/04/2016,242554
20/04/2016,237738
21/04/2016,240430
22/04/2016,229774
23/04/2016,202502
24/04/2016,200768
25/04/2016,238537
26/04/2016,266299
27/04/2016,247243
28/04/2016,233887
29/04/2016,249809
30/04/2016,221451
01/05/2016,191672
02/05/2016,217154
03/05/2016,223507
04/05/2016,218131
05/05/2016,215402
06/05/2016,216013
07/05/2016,193735
08/05/2016,184117
09/05/2016,225308
10/05/2016,233419
11/05/2016,225774
12/05/2016,221393
13/05/2016,220727
14/05/2016,202527
15/05/2016,187339
16/05/2016,234643
17/05/2016,229349
18/05/2016,235513
19/05/2016,219757
20/05/2016,205922
21/05/2016,191776
22/05/2016,177748
23/05/2016,221393
24/05/2016,235931
25/05/2016,236493
26/05/2016,224001
27/05/2016,232559
28/05/2016,213759
29/05/2016,188747
30/05/2016,222247
31/05/2016,227715
01/06/2016,243061
02/06/2016,234262
03/06/2016,242696
04/06/2016,201844
05/06/2016,197159
06/06/2016,236936
07/06/2016,246725
08/06/2016,238742
09/06/2016,254369
10/06/2016,244680
11/06/2016,220374
12/06/2016,218744
13/06/2016,262927
14/06/2016,258102
15/06/2016,274156
16/06/2016,278927
17/06/2016,271923
18/06/2016,245516
19/06/2016,223799
20/06/2016,266083
21/06/2016,269876
22/06/2016,250578
23/06/2016,262570
24/06/2016,257554
25/06/2016,222765
26/06/2016,195779
27/06/2016,235894
28/06/2016,249914
29/06/2016,240984
30/06/2016,253660
01/07/2016,232779
02/07/2016,217044
03/07/2016,195951
04/07/2016,234875
05/07/2016,237979
06/07/2016,240717
07/07/2016,243636
08/07/2016,226411
09/07/2016,209455
10/07/2016,184132
11/07/2016,233681
12/07/2016,243986
13/07/2016,234010
14/07/2016,235016
15/07/2016,231038
16/07/2016,207215
17/07/2016,187676
18/07/2016,235775
19/07/2016,229851
20/07/2016,240413
21/07/2016,225933
22/07/2016,230750
23/07/2016,204209
24/07/2016,191670
25/07/2016,242603
26/07/2016,248577
27/07/2016,242655
28/07/2016,241587
29/07/2016,231249
30/07/2016,205896
31/07/2016,199332
01/08/2016,241814
02/08/2016,270592
03/08/2016,260074
04/08/2016,246635
05/08/2016,246433
06/08/2016,214642
07/08/2016,193997
08/08/2016,243511
09/08/2016,251990
10/08/2016,262728
11/08/2016,270320
12/08/2016,249797
13/08/2016,227911
14/08/2016,207003
15/08/2016,218318
16/08/2016,271553
17/08/2016,263687
18/08/2016,263583
19/08/2016,263578
20/08/2016,246652
21/08/2016,212268
22/08/2016,255094
23/08/2016,268956
24/08/2016,266856
25/08/2016,256572
26/08/2016,254300
27/08/2016,231040
28/08/2016,203254
29/08/2016,240084
30/08/2016,281276
31/08/2016,263565
01/09/2016,258776
02/09/2016,249576
03/09/2016,233000
04/09/2016,218525
05/09/2016,263546
06/09/2016,268533
07/09/2016,282027
08/09/2016,272812
09/09/2016,265645
10/09/2016,240742
11/09/2016,234664
12/09/2016,257448
13/09/2016,278596
14/09/2016,273299
15/09/2016,271388
16/09/2016,249675
17/09/2016,261732
18/09/2016,228942
19/09/2016,266479
20/09/2016,288481
21/09/2016,280791
22/09/2016,269072
23/09/2016,269208
24/09/2016,246468
25/09/2016,236007
26/09/2016,284831
27/09/2016,297345
28/09/2016,294782
29/09/2016,302985
30/09/2016,305241
01/10/2016,268157
02/10/2016,236960
03/10/2016,320758
04/10/2016,332186
05/10/2016,323962
06/10/2016,338672
07/10/2016,322955
08/10/2016,303290
09/10/2016,257085
10/10/2016,270960
11/10/2016,316686
12/10/2016,284227
13/10/2016,285432
14/10/2016,298392
15/10/2016,267228
16/10/2016,249664
17/10/2016,296365
18/10/2016,311572
19/10/2016,244952
20/10/2016,340122
21/10/2016,318640
22/10/2016,267383
23/10/2016,238326
24/10/2016,278446
25/10/2016,297420
26/10/2016,285724
27/10/2016,380594
28/10/2016,306953
29/10/2016,280552
30/10/2016,249859
31/10/2016,291605
01/11/2016,300293
02/11/2016,334047
03/11/2016,334991
04/11/2016,314239
05/11/2016,302784
06/11/2016,275771
07/11/2016,338747
08/11/2016,363689
09/11/2016,331591
10/11/2016,338355
11/11/2016,315331
12/11/2016,293301
13/11/2016,277405
14/11/2016,337178
15/11/2016,354584
16/11/2016,340444
17/11/2016,341611
18/11/2016,341659
19/11/2016,314001
20/11/2016,296434
21/11/2016,349226
22/11/2016,351866
23/11/2016,338445
24/11/2016,394765
25/11/2016,370565
26/11/2016,335906
27/11/2016,288513
28/11/2016,371155
29/11/2016,357736
30/11/2016,364604
01/12/2016,298155
02/12/2016,415455
03/12/2016,360116
04/12/2016,307545
05/12/2016,362205
06/12/2016,422373
07/12/2016,400185
08/12/2016,358384
09/12/2016,338660
10/12/2016,319092
11/12/2016,293150
12/12/2016,342664
13/12/2016,363678
14/12/2016,355824
15/12/2016,349416
16/12/2016,348040
17/12/2016,302987
18/12/2016,285529
19/12/2016,350349
20/12/2016,362955
21/12/2016,396392
22/12/2016,389715
23/12/2016,377032
24/12/2016,295341
25/12/2016,232979
26/12/2016,297341
27/12/2016,362002
28/12/2016,374579
29/12/2016,374898
30/12/2016,355091
31/12/2016,307454
01/01/2017,213250
02/01/2017,350947
03/01/2017,363271
04/01/2017,394821
05/01/2017,352053
06/01/2017,400985
07/01/2017,333774
08/01/2017,306235
09/01/2017,329282
10/01/2017,374316
11/01/2017,345718
12/01/2017,343554
13/01/2017,329747
14/01/2017,296965
15/01/2017,280554
16/01/2017,327094
17/01/2017,356626
18/01/2017,355202
19/01/2017,366046
20/01/2017,363522
21/01/2017,324778
22/01/2017,287680
23/01/2017,287499
24/01/2017,366682
25/01/2017,366058
26/01/2017,375470
27/01/2017,328978
28/01/2017,315485
29/01/2017,301685
30/01/2017,308524
31/01/2017,381107
01/02/2017,432139
02/02/2017,315879
03/02/2017,410668
04/02/2017,350152
05/02/2017,358210
06/02/2017,284945
07/02/2017,411980
08/02/2017,363132
09/02/2017,412800
10/02/2017,355483
11/02/2017,314575
12/02/2017,280785
13/02/2017,342844
14/02/2017,372368
15/02/2017,348671
16/02/2017,335505
17/02/2017,381097
18/02/2017,342604
19/02/2017,308350
20/02/2017,335668
21/02/2017,334289
22/02/2017,336614
23/02/2017,390041
24/02/2017,413748
25/02/2017,382134
26/02/2017,308267
27/02/2017,334565
28/02/2017,388607
01/03/2017,380706
02/03/2017,399678
03/03/2017,410087
04/03/2017,328814
05/03/2017,350253
06/03/2017,367806
07/03/2017,419029
08/03/2017,373132
09/03/2017,385431
10/03/2017,386669
11/03/2017,353769
12/03/2017,281094
13/03/2017,344887
14/03/2017,393328
15/03/2017,368244
16/03/2017,423031
17/03/2017,371019
18/03/2017,336654
19/03/2017,341478
20/03/2017,354901
21/03/2017,376551
22/03/2017,404843
23/03/2017,371566
24/03/2017,374938
25/03/2017,331020
26/03/2017,306803
27/03/2017,310598
28/03/2017,390105
29/03/2017,377289
30/03/2017,373575
31/03/2017,347695
01/04/2017,338162
02/04/2017,323180
03/04/2017,380158
04/04/2017,347593
05/04/2017,409004
06/04/2017,387099
07/04/2017,389130
08/04/2017,310645
09/04/2017,326717
10/04/2017,379219
11/04/2017,418568
12/04/2017,387092
13/04/2017,319012
14/04/2017,390738
15/04/2017,351501
16/04/2017,281446
17/04/2017,327864
18/04/2017,397274
19/04/2017,402215
20/04/2017,354951
21/04/2017,428573
22/04/2017,357776
23/04/2017,325705
24/04/2017,307479
25/04/2017,427292
26/04/2017,442549
27/04/2017,391359
28/04/2017,409901
29/04/2017,437993
30/04/2017,364703
01/05/2017,382582
02/05/2017,433944
03/05/2017,395280
04/05/2017,472782
05/05/2017,358746
06/05/2017,478804
07/05/2017,393895
08/05/2017,475684
09/05/2017,445840
10/05/2017,410376
11/05/2017,397895
12/05/2017,418888
13/05/2017,431414
14/05/2017,486050
15/05/2017,425856
16/05/2017,318915
17/05/2017,419463
18/05/2017,390780
19/05/2017,432953
20/05/2017,480468
21/05/2017,435004
22/05/2017,442174
23/05/2017,488675
24/05/2017,454303
25/05/2017,475656
26/05/2017,472200
27/05/2017,449196
28/05/2017,397839
29/05/2017,422472
30/05/2017,460110
31/05/2017,437600
01/06/2017,438932
02/06/2017,373033
03/06/2017,410185
04/06/2017,361643
05/06/2017,408452
06/06/2017,432840
07/06/2017,481470
08/06/2017,430667
09/06/2017,406451
10/06/2017,357663
11/06/2017,318005
12/06/2017,386332
13/06/2017,425666
14/06/2017,407307
15/06/2017,410042
16/06/2017,378334
17/06/2017,331843
18/06/2017,292699
19/06/2017,381989
20/06/2017,404626
21/06/2017,416294
22/06/2017,377621
23/06/2017,357162
24/06/2017,316443
25/06/2017,253033
26/06/2017,358116
27/06/2017,366815
28/06/2017,393840
29/06/2017,334750
30/06/2017,371959
01/07/2017,305606
02/07/2017,271357
03/07/2017,350583
04/07/2017,365138
05/07/2017,332381
06/07/2017,329591
07/07/2017,389979
08/07/2017,310523
09/07/2017,268135
10/07/2017,359724
11/07/2017,373011
12/07/2017,364671
13/07/2017,353727
14/07/2017,325304
15/07/2017,308403
16/07/2017,282613
17/07/2017,337569
18/07/2017,378940
19/07/2017,369237
20/07/2017,339972
21/07/2017,383898
22/07/2017,307874
23/07/2017,255531
24/07/2017,339377
25/07/2017,352504
26/07/2017,342551
27/07/2017,326267
28/07/2017,359512
29/07/2017,301193
30/07/2017,288538
31/07/2017,357937
01/08/2017,217072
02/08/2017,307992
03/08/2017,317709
04/08/2017,337020
05/08/2017,344471
06/08/2017,293365
07/08/2017,373683
08/08/2017,406415
09/08/2017,391955
10/08/2017,389641
11/08/2017,429103
12/08/2017,374741
13/08/2017,379736
14/08/2017,389826
15/08/2017,453093
16/08/2017,403616
17/08/2017,477120
18/08/2017,434447
19/08/2017,374495
20/08/2017,309322
21/08/2017,356514
22/08/2017,302435
23/08/2017,453510
24/08/2017,310576
25/08/2017,320268
26/08/2017,338919
27/08/2017,367729
28/08/2017,340958
29/08/2017,422442
30/08/2017,404170
31/08/2017,418126
01/09/2017,417533
02/09/2017,353304
03/09/2017,291048
04/09/2017,389420
05/09/2017,410385
06/09/2017,414359
07/09/2017,380302
08/09/2017,400827
09/09/2017,316252
10/09/2017,282156
11/09/2017,371093
12/09/2017,382316
13/09/2017,381852
14/09/2017,389204
15/09/2017,427284
16/09/2017,336542
17/09/2017,294773
18/09/2017,336401
19/09/2017,415717
20/09/2017,354013
21/09/2017,374970
22/09/2017,341669
23/09/2017,294844
24/09/2017,270205
25/09/2017,341728
26/09/2017,386735
27/09/2017,381141
28/09/2017,404339
29/09/2017,377361
30/09/2017,319482
01/10/2017,298934
02/10/2017,414863
03/10/2017,412875
04/10/2017,347746
05/10/2017,392839
06/10/2017,405316
07/10/2017,354753
08/10/2017,333342
09/10/2017,412757
10/10/2017,425473
11/10/2017,424546
12/10/2017,427745
13/10/2017,451395
14/10/2017,411226
15/10/2017,399502
16/10/2017,452219
17/10/2017,479556
18/10/2017,464802
19/10/2017,491150
20/10/2017,428203
21/10/2017,426826
22/10/2017,386945
23/10/2017,460565
24/10/2017,506179
25/10/2017,452332
26/10/2017,390313
27/10/2017,372198
28/10/2017,305120
29/10/2017,473143
30/10/2017,480952
31/10/2017,432844
01/11/2017,525217
02/11/2017,519318
03/11/2017,441605
04/11/2017,436465
05/11/2017,381930
06/11/2017,421339
07/11/2017,501992
08/11/2017,456720
09/11/2017,514320
10/11/2017,422106
11/11/2017,301246
12/11/2017,307344
13/11/2017,478631
14/11/2017,417996
15/11/2017,489029
16/11/2017,463246
17/11/2017,452931
18/11/2017,414360
19/11/2017,398339
20/11/2017,501260
21/11/2017,540967
22/11/2017,467244
23/11/2017,522310
24/11/2017,460156
25/11/2017,494423
26/11/2017,506249
27/11/2017,593352
28/11/2017,581913
29/11/2017,642558
30/11/2017,592982
01/12/2017,608987
02/12/2017,488452
03/12/2017,539832
04/12/2017,621360
05/12/2017,636945
06/12/2017,709669
07/12/2017,644619
08/12/2017,660595
09/12/2017,635439
10/12/2017,527765
11/12/2017,600837
12/12/2017,613581
13/12/2017,685727
14/12/2017,803928
15/12/2017,664095
16/12/2017,583551
17/12/2017,629546
18/12/2017,651771
19/12/2017,640876
20/12/2017,611511
21/12/2017,579200
22/12/2017,617784
23/12/2017,490328
24/12/2017,421412
25/12/2017,350431
26/12/2017,395269
27/12/2017,511064
28/12/2017,499384
29/12/2017,567593
30/12/2017,551991
31/12/2017,444094
01/01/2018,379241
02/01/2018,568404
03/01/2018,654027
04/01/2018,710847
05/01/2018,596335
06/01/2018,595420
07/01/2018,624892
08/01/2018,583580
09/01/2018,621623
10/01/2018,587791
11/01/2018,556785
12/01/2018,494790
13/01/2018,437144
14/01/2018,384009
15/01/2018,453119
16/01/2018,481690
17/01/2018,506537
18/01/2018,491648
19/01/2018,383020
20/01/2018,377608
21/01/2018,327693
22/01/2018,374319
23/01/2018,387170
24/01/2018,387171
25/01/2018,356669
26/01/2018,340977
27/01/2018,391457
28/01/2018,318026
29/01/2018,348155
30/01/2018,358267
31/01/2018,317139
01/02/2018,389554
02/02/2018,354220
03/02/2018,282609
04/02/2018,252651
05/02/2018,312931
06/02/2018,364513
07/02/2018,318995
08/02/2018,260103
09/02/2018,279922
10/02/2018,277035
11/02/2018,229488
12/02/2018,289180
13/02/2018,281760
14/02/2018,297680
15/02/2018,305202
16/02/2018,281209
17/02/2018,265420
18/02/2018,245015
19/02/2018,288048
20/02/2018,308994
21/02/2018,309081
22/02/2018,280655
23/02/2018,273190
24/02/2018,101056
