Date,Close
1980-12-08,0.513393
1980-12-15,0.504464
1980-12-22,0.633929
1980-12-29,0.616071
1981-01-05,0.569196
1981-01-12,0.553571
1981-01-19,0.584821
1981-01-26,0.504464
1981-02-02,0.513393
1981-02-09,0.455357
1981-02-16,0.433036
1981-02-23,0.473214
1981-03-02,0.457589
1981-03-09,0.397321
1981-03-16,0.459821
1981-03-23,0.441964
1981-03-30,0.473214
1981-04-06,0.497768
1981-04-13,0.446429
1981-04-20,0.517857
1981-04-27,0.506696
1981-05-04,0.5
1981-05-11,0.491071
1981-05-18,0.560268
1981-05-25,0.591518
1981-06-01,0.564732
1981-06-08,0.580357
1981-06-15,0.540179
1981-06-22,0.520089
1981-06-29,0.459821
1981-07-06,0.397321
1981-07-13,0.462054
1981-07-20,0.428571
1981-07-27,0.446429
1981-08-03,0.450893
1981-08-10,0.408482
1981-08-17,0.359375
1981-08-24,0.359375
1981-08-31,0.363839
1981-09-07,0.350446
1981-09-14,0.316964
1981-09-21,0.254464
1981-09-28,0.294643
1981-10-05,0.332589
1981-10-12,0.325893
1981-10-19,0.339286
1981-10-26,0.357143
1981-11-02,0.321429
1981-11-09,0.323661
1981-11-16,0.339286
1981-11-23,0.337054
1981-11-30,0.339286
1981-12-07,0.334821
1981-12-14,0.408482
1981-12-21,0.390625
1981-12-28,0.395089
1982-01-04,0.354911
1982-01-11,0.357143
1982-01-18,0.370536
1982-01-25,0.363839
1982-02-01,0.352679
1982-02-08,0.334821
1982-02-15,0.334821
1982-02-22,0.325893
1982-03-01,0.296875
1982-03-08,0.272321
1982-03-15,0.296875
1982-03-22,0.290179
1982-03-29,0.316964
1982-04-05,0.3125
1982-04-12,0.301339
1982-04-19,0.274554
1982-04-26,0.263393
1982-05-03,0.290179
1982-05-10,0.261161
1982-05-17,0.254464
1982-05-24,0.25
1982-05-31,0.234375
1982-06-07,0.238839
1982-06-14,0.229911
1982-06-21,0.236607
1982-06-28,0.214286
1982-07-05,0.203125
1982-07-12,0.236607
1982-07-19,0.252232
1982-07-26,0.241071
1982-08-02,0.21875
1982-08-09,0.234375
1982-08-16,0.263393
1982-08-23,0.301339
1982-08-30,0.328125
1982-09-06,0.323661
1982-09-13,0.316964
1982-09-20,0.323661
1982-09-27,0.330357
1982-10-04,0.419643
1982-10-11,0.410714
1982-10-18,0.462054
1982-10-25,0.453125
1982-11-01,0.537946
