Date,Close
1986-03-10,0.100694
1986-03-17,0.092882
1986-03-24,0.096354
1986-03-31,0.096354
1986-04-07,0.099826
1986-04-14,0.101563
1986-04-21,0.117188
1986-04-28,0.110243
1986-05-05,0.110243
1986-05-12,0.111979
1986-05-19,0.107639
1986-05-26,0.121528
1986-06-02,0.118924
1986-06-09,0.109375
1986-06-16,0.108941
1986-06-23,0.103299
1986-06-30,0.108507
1986-07-07,0.097222
1986-07-14,0.103299
1986-07-21,0.108507
1986-07-28,0.09809
1986-08-04,0.096354
1986-08-11,0.106337
1986-08-18,0.102431
1986-08-25,0.098958
1986-09-01,0.105903
1986-09-08,0.09809
1986-09-15,0.103299
1986-09-22,0.100694
1986-09-29,0.09809
1986-10-06,0.119792
1986-10-13,0.125
1986-10-20,0.130208
1986-10-27,0.134549
1986-11-03,0.153646
1986-11-10,0.147569
1986-11-17,0.162326
1986-11-24,0.172743
1986-12-01,0.170139
1986-12-08,0.164063
1986-12-15,0.168403
1986-12-22,0.171007
1986-12-29,0.165799
1987-01-05,0.201389
1987-01-12,0.21441
1987-01-19,0.234375
1987-01-26,0.253906
1987-02-02,0.239149
1987-02-09,0.263889
1987-02-16,0.236111
1987-02-23,0.266493
1987-03-02,0.289063
1987-03-09,0.287326
1987-03-16,0.313368
1987-03-23,0.318576
1987-03-30,0.346354
1987-04-06,0.332031
1987-04-13,0.342014
1987-04-20,0.34375
1987-04-27,0.364583
1987-05-04,0.439236
1987-05-11,0.414063
1987-05-18,0.375868
1987-05-25,0.400174
1987-06-01,0.37934
1987-06-08,0.341146
1987-06-15,0.362847
1987-06-22,0.363715
1987-06-29,0.347222
1987-07-06,0.336806
1987-07-13,0.355035
1987-07-20,0.342014
1987-07-27,0.326389
1987-08-03,0.359375
1987-08-10,0.359375
1987-08-17,0.371528
1987-08-24,0.417535
1987-08-31,0.388889
1987-09-07,0.403646
1987-09-14,0.399306
1987-09-21,0.430556
1987-09-28,0.503472
1987-10-05,0.498264
1987-10-12,0.449653
1987-10-19,0.335069
1987-10-26,0.345486
1987-11-02,0.329861
1987-11-09,0.335069
1987-11-16,0.329861
1987-11-23,0.314236
1987-11-30,0.291667
1987-12-07,0.333333
1987-12-14,0.361111
1987-12-21,0.369792
1987-12-28,0.376736
1988-01-04,0.388889
1988-01-11,0.401042
1988-01-18,0.374132
1988-01-25,0.387153
1988-02-01,0.357639
1988-02-08,0.383681
1988-02-15,0.407986
1988-02-22,0.404514
1988-02-29,0.421875
1988-03-07,0.434028
1988-03-14,0.404514
1988-03-21,0.389757
1988-03-28,0.392361
1988-04-04,0.402778
1988-04-11,0.376736
1988-04-18,0.383681
1988-04-25,0.378472
1988-05-02,0.397569
1988-05-09,0.394097
1988-05-16,0.390625
