Date,Close
2004-08-16,53.80505
2004-08-23,52.732029
2004-08-30,49.681866
2004-09-06,52.324677
2004-09-13,58.365391
2004-09-20,59.527828
2004-09-27,65.861633
2004-10-04,68.419991
2004-10-11,71.589378
2004-10-18,85.657875
2004-10-25,94.704041
2004-11-01,84.127831
2004-11-08,90.411957
2004-11-15,84.152664
2004-11-22,89.115387
2004-11-29,89.617126
2004-12-06,85.270401
2004-12-13,89.45816
2004-12-20,93.342896
2004-12-27,95.772095
2005-01-03,96.298668
2005-01-10,99.338898
2005-01-17,93.53167
2005-01-24,94.555008
2005-01-31,101.519714
2005-02-07,93.094513
2005-02-14,98.335426
2005-02-21,92.33445
2005-02-28,92.349358
2005-03-07,88.325531
2005-03-14,89.438293
2005-03-21,89.045845
2005-03-28,89.438293
2005-04-04,95.404488
2005-04-11,91.902267
2005-04-18,107.207718
2005-04-25,109.289177
2005-05-02,113.27327
2005-05-09,113.879326
2005-05-16,120.024361
2005-05-23,132.140549
2005-05-30,139.224472
2005-06-06,140.337234
2005-06-13,139.244354
2005-06-20,147.664581
2005-06-27,144.683975
2005-07-04,147.157883
2005-07-11,149.621857
2005-07-18,150.222946
2005-07-25,142.950241
2005-08-01,145.230423
2005-08-08,143.92392
2005-08-15,139.095322
2005-08-22,140.873749
2005-08-29,143.293015
2005-09-05,148.578644
2005-09-12,149.130051
2005-09-19,156.661072
2005-09-26,157.20752
2005-10-03,155.483734
2005-10-10,147.113174
2005-10-17,168.851776
2005-10-24,177.92775
2005-10-31,193.953522
2005-11-07,193.938614
2005-11-14,198.81192
2005-11-21,212.925125
2005-11-28,207.500412
2005-12-05,203.277878
2005-12-12,213.685181
2005-12-19,214.072662
2005-12-26,206.089584
2006-01-02,231.325455
2006-01-09,231.618546
2006-01-16,198.439346
2006-01-23,215.344391
2006-01-30,189.542206
2006-02-06,180.133408
2006-02-13,183.183563
2006-02-20,187.480621
2006-02-27,187.868103
2006-03-06,167.659531
2006-03-13,168.797134
2006-03-20,181.718094
2006-03-27,193.739914
2006-04-03,201.7677
2006-04-10,199.780624
2006-04-17,217.137726
2006-04-24,207.619629
2006-05-01,195.876022
2006-05-08,185.856186
2006-05-15,183.814468
2006-05-22,189.442856
2006-05-29,188.494034
2006-06-05,192.035995
2006-06-12,194.087646
2006-06-19,201.121902
2006-06-26,208.31015
2006-07-03,208.866531
2006-07-10,200.446289
2006-07-17,193.794556
2006-07-24,192.805984
2006-07-31,185.717087
2006-08-07,183.059372
2006-08-14,190.44136
2006-08-21,185.423996
2006-08-28,188.076736
2006-09-04,187.704163
2006-09-11,203.615677
2006-09-18,200.585388
2006-09-25,199.651459
2006-10-02,208.891357
2006-10-09,212.269394
2006-10-16,228.349808
2006-10-23,236.064621
2006-10-30,234.37561
2006-11-06,235.244965
2006-11-13,247.783401
2006-11-20,250.868347
2006-11-27,238.846527
2006-12-04,240.490845
2006-12-11,238.598145
2006-12-18,226.318024
2006-12-25,228.752182
2007-01-01,242.020889
2007-01-08,250.868347
2007-01-15,243.292618
2007-01-22,246.317932
2007-01-29,239.194275
2007-02-05,229.452637
2007-02-12,233.45163
2007-02-19,233.789429
2007-02-26,217.922623
2007-03-05,225.016479
2007-03-12,219.00061
2007-03-19,229.422821
2007-03-26,227.599686
2007-04-02,234.231552
2007-04-09,231.638412
2007-04-16,239.681107
2007-04-23,237.957321
2007-04-30,234.037811
2007-05-07,231.861969
2007-05-14,233.640396
2007-05-21,240.197739
2007-05-28,248.583206
2007-06-04,256.079437
2007-06-11,251.310471
2007-06-18,260.793793
2007-06-25,259.661163
2007-07-02,267.957184
2007-07-09,274.295959
2007-07-16,258.379486
2007-07-23,254.291077
2007-07-30,249.874802
2007-08-06,256.208618
2007-08-13,248.404373
2007-08-20,255.836029
2007-08-27,255.96022
2007-09-03,257.996979
2007-09-10,262.666595
2007-09-17,278.240326
2007-09-24,281.802155
2007-10-01,295.105621
2007-10-08,316.63559
2007-10-15,320.271942
2007-10-22,335.120361
2007-10-29,353.326935
2007-11-05,329.839722
2007-11-12,314.767731
2007-11-19,336.163574
2007-11-26,344.260925
2007-12-03,355.125244
2007-12-10,342.750732
2007-12-17,346.093994
2007-12-24,348.995117
2007-12-31,326.377228
2008-01-07,317.062805
2008-01-14,298.185577
2008-01-21,281.369965
2008-01-28,256.283112
2008-02-04,256.675568
2008-02-11,263.108734
2008-02-18,252.259293
2008-02-25,234.067612
2008-03-03,215.274841
2008-03-10,217.545074
2008-03-17,215.374191
2008-03-24,217.624557
2008-03-31,234.022903
2008-04-07,227.246979
2008-04-14,267.962158
2008-04-21,270.272125
2008-04-28,288.766846
2008-05-05,284.747986
2008-05-12,288.160797
2008-05-19,270.550323
2008-05-26,291.007263
2008-06-02,281.66803
2008-06-09,283.908447
2008-06-16,271.449493
2008-06-23,262.328796
2008-06-30,266.764954
2008-07-07,265.175293
2008-07-14,239.104858
2008-07-21,244.400406
2008-07-28,232.41835
2008-08-04,245.905624
2008-08-11,253.426697
2008-08-18,243.7099
2008-08-25,230.148102
2008-09-01,220.689621
2008-09-08,217.415924
2008-09-15,223.123795
2008-09-22,214.127304
2008-09-29,192.204895
2008-10-06,164.927307
2008-10-13,185.066315
2008-10-20,168.548752
2008-10-27,178.518906
2008-11-03,164.500092
2008-11-10,154.008331
2008-11-17,130.367081
2008-11-24,145.533447
2008-12-01,141.077423
2008-12-08,156.859772
2008-12-15,154.08284
2008-12-22,149.209534
2008-12-29,159.621811
2009-01-05,156.517014
2009-01-12,148.86676
2009-01-19,161.300888
2009-01-26,168.171204
2009-02-02,184.440399
2009-02-09,177.684341
2009-02-16,172.105621
2009-02-23,167.902954
2009-03-02,153.28801
2009-03-09,161.161804
2009-03-16,164.013245
2009-03-23,172.726578
2009-03-30,183.695236
2009-04-06,185.046448
2009-04-13,194.852676
2009-04-20,193.486557
2009-04-27,195.572983
2009-05-04,202.348923
2009-05-11,193.739914
2009-05-18,195.478607
2009-05-25,207.266922
2009-06-01,220.724396
2009-06-08,211.047348
2009-06-15,208.687683
2009-06-22,211.285797
2009-06-29,202.925171
2009-07-06,205.861069
2009-07-13,213.734863
2009-07-20,221.916641
2009-07-27,220.093506
2009-08-03,227.073105
2009-08-10,228.513733
2009-08-17,231.116806
2009-08-24,230.873398
2009-08-31,229.159531
2009-09-07,234.54451
2009-09-14,244.14209
2009-09-21,244.648788
2009-09-28,240.724319
2009-10-05,256.457001
2009-10-12,273.148438
2009-10-19,275.05603
2009-10-26,266.327789
2009-11-02,273.769409
2009-11-09,284.176697
2009-11-16,283.138458
2009-11-23,288.006805
2009-11-30,290.614838
2009-12-07,293.347046
2009-12-14,296.282959
2009-12-21,307.241699
2009-12-28,307.986847
2010-01-04,299.06488
2010-01-11,288.126007
2010-01-18,273.227905
2010-01-25,263.257751
2010-02-01,263.928406
2010-02-08,264.837494
2010-02-15,268.632813
2010-02-22,261.697906
2010-03-01,280.282043
2010-03-08,287.897491
2010-03-15,278.190643
2010-03-22,279.526947
2010-03-29,282.562195
2010-04-05,281.280548
2010-04-12,273.297455
2010-04-19,270.734131
2010-04-26,261.151459
2010-05-03,244.976669
2010-05-10,252.125168
2010-05-17,234.499802
2010-05-24,241.245926
2010-05-31,247.748627
2010-06-07,242.671661
2010-06-14,248.399399
2010-06-21,234.812775
2010-06-28,216.864502
2010-07-05,232.234543
2010-07-12,228.319992
2010-07-19,243.446609
2010-07-26,240.858444
2010-08-02,248.49379
2010-08-09,241.603607
2010-08-16,229.517212
2010-08-23,227.932526
2010-08-30,233.630463
2010-09-06,236.531586
2010-09-13,243.491318
2010-09-20,261.941315
2010-09-27,261.111725
2010-10-04,266.442047
2010-10-11,298.781708
2010-10-18,304.285919
2010-10-25,304.867126
2010-11-01,310.520355
2010-11-08,299.69577
2010-11-15,293.506012
2010-11-22,293.093719
2010-11-29,284.648621
2010-12-06,294.191559
2010-12-13,293.491119
2010-12-20,300.16272
2010-12-27,295.065887
2011-01-03,306.228271
2011-01-10,310.073273
2011-01-17,303.938171
2011-01-24,298.553192
2011-01-31,303.51593
2011-02-07,310.232239
2011-02-14,313.004211
2011-02-21,303.04895
2011-02-28,298.369385
2011-03-07,286.491638
2011-03-14,278.717224
2011-03-21,287.996857
2011-03-28,293.987885
2011-04-04,287.211975
2011-04-11,263.635315
2011-04-18,260.853394
2011-04-25,270.292023
2011-05-02,265.920441
2011-05-09,263.064026
2011-05-16,260.321869
2011-05-23,258.766968
2011-05-30,259.849915
2011-06-06,253.108765
2011-06-13,240.942902
2011-06-20,235.905655
2011-06-27,258.831543
2011-07-04,264.276154
2011-07-11,296.879089
2011-07-18,307.117493
2011-07-25,299.89447
2011-08-01,287.649109
2011-08-08,280.063446
2011-08-15,243.87384
2011-08-22,261.727722
2011-08-29,260.724243
